english,singular,plural,article,noun,x,y,possessive,croatian
Pyramid,Die Pyramide,Die Pyramiden,Die,Pyramide,pyramide,1,Meine Pyramide,Moja piramida
Fame,Der Ruhm,(usually uncountable),Der,Ruhm,ruhm,0,Mein Ruhm,Moja slava
Graduation,Der Abschluss,Die Abschlüsse,Der,Abschluss,abschluss,0,Mein Abschluss,Moja diploma
Distress,Die Not,(usually uncountable),Die,Not,not,1,Meine Not,Moja nevolja
Mage,Der Magier,Die Magier,Der,Magier,magier,0,Mein Magier,Moj mađioničar
Independence,Die Unabhängigkeit,(usually uncountable),Die,Unabhängigkeit,unabhängigkeit,1,Meine Unabhängigkeit,Moja neovisnost
Crush,Der Schwarm,Die Schwärme,Der,Schwarm,schwarm,0,Mein Schwarm,Moja simpatija
Chuckle,Das Kichern,Die Kicher,Das,Kichern,kichern,2,Mein Kichern,Moje hihotanje
Dime,Der Zehncent,Die Zehncents,Der,Zehncent,zehncent,0,Mein Zehncent,Moj Deset centi
Aim,Das Ziel,Die Ziele,Das,Ziel,ziel,2,Mein Ziel,Moj cilj
Gust,Die Böe,Die Böen,Die,Böe,böe,1,Meine Böe,Moj nalet
Russian,Der Russe,Die Russen,Der,Russe,russe,0,Mein Russe,Moj ruski
Treat,Die Behandlung,Die Behandlungen,Die,Behandlung,behandlung,1,Meine Behandlung,Moj tretman
Foreigner,Der Ausländer,Die Ausländer,Der,Ausländer,ausländer,0,Mein Ausländer,Moj stranac
Salary,Das Gehalt,Die Gehälter,Das,Gehalt,gehalt,2,Mein Gehalt,Moja plaća
Scope,Der Umfang,Die Umfänge,Der,Umfang,umfang,0,Mein Umfang,Moj opseg
Rebel,Der Rebell,Die Rebellen,Der,Rebell,rebell,0,Mein Rebell,Moj buntovnik
Thug,Der Schläger,Die Schläger,Der,Schläger,schläger,0,Mein Schläger,Moj reket
Tomb,Die Grab,Die Gräber,Die,Grab,grab,1,Meine Grab,Moj grob
Fridge,Der Kühlschrank,Die Kühlschränke,Der,Kühlschrank,kühlschrank,0,Mein Kühlschrank,Moj hladnjak
Socket,Die Steckdose,Die Steckdosen,Die,Steckdose,steckdose,1,Meine Steckdose,Moja utičnica
Dose,Die Dose,Die Dosen,Die,Dose,dose,1,Meine Dose,Moja limenka
Election,Die Wahl,Die Wahlen,Die,Wahl,wahl,1,Meine Wahl,Moj izbor
Refugee,Der Flüchtling,Die Flüchtlinge,Der,Flüchtling,flüchtling,0,Mein Flüchtling,Moja izbjeglica
Phase,Die Phase,Die Phasen,Die,Phase,phase,1,Meine Phase,Moja faza
Pumpkin,Der Kürbis,Die Kürbisse,Der,Kürbis,kürbis,0,Mein Kürbis,Moja bundeva
Thorn,Der Dorn,Die Dornen,Der,Dorn,dorn,0,Mein Dorn,Moj trn
Hide,Das Versteck,Die Verstecke,Das,Versteck,versteck,2,Mein Versteck,Moje skrovište
Sausage,Die Wurst,Die Würste,Die,Wurst,wurst,1,Meine Wurst,Moja kobasica
Dig,Der Lupfer,Die Lupfen,Der,Lupfer,lupfer,0,Mein Lupfer,Moj Lupfer
Tan,Die Bräune,Die Bräunen,Die,Bräune,bräune,1,Meine Bräune,Moja preplanulost
Loan,Das Darlehen,Die Darlehen,Das,Darlehen,darlehen,2,Mein Darlehen,Moj zajam
Spike,Der Stachel,Die Stacheln,Der,Stachel,stachel,0,Mein Stachel,Moj Stinger
Crumb,Die Krume,Die Krumen,Die,Krume,krume,1,Meine Krume,Moja mrvica
Wax,Das Wachs,(usually uncountable),Das,Wachs,wachs,2,Mein Wachs,Moj vosak
Growl,Das Knurren,Die Knurren,Das,Knurren,knurren,2,Mein Knurren,Moje režanje
Rental,Die Vermietung,Die Vermietungen,Die,Vermietung,vermietung,1,Meine Vermietung,Moj najam
Feed,Das Futter,(usually uncountable),Das,Futter,futter,2,Mein Futter,Moja hrana
Escort,Der Begleiter,Die Begleiter,Der,Begleiter,begleiter,0,Mein Begleiter,Moj suputnik
Astonishment,Das Erstaunen,(usually uncountable),Das,Erstaunen,erstaunen,2,Mein Erstaunen,Moje čuđenje
Flora,Die Flora,(usually uncountable),Die,Flora,flora,1,Meine Flora,Moja flora
Festival,Das Festival,Die Festivals,Das,Festival,festival,2,Mein Festival,Moj festival
Debate,Die Debatte,Die Debatten,Die,Debatte,debatte,1,Meine Debatte,Moja rasprava
Critic,Der Kritiker,Die Kritiker,Der,Kritiker,kritiker,0,Mein Kritiker,Moj kritičar
Cast,Der Guss,Die Güsse,Der,Guss,guss,0,Mein Guss,Moj casting
Bloom,Die Blüte,Die Blüten,Die,Blüte,blüte,1,Meine Blüte,Moj cvijet
Loft,Der Dachboden,Die Dachböden,Der,Dachboden,dachboden,0,Mein Dachboden,Moje potkrovlje
Commission,Die Kommission,Die Kommissionen,Die,Kommission,kommission,1,Meine Kommission,Moja provizija
Flicker,Das Flackern,Die Flackern,Das,Flackern,flackern,2,Mein Flackern,Moje treperenje
Economy,Die Wirtschaft,Die Wirtschaften,Die,Wirtschaft,wirtschaft,1,Meine Wirtschaft,Moja ekonomija
Radiation,Die Strahlung,Die Strahlungen,Die,Strahlung,strahlung,1,Meine Strahlung,Moje zračenje
Bodyguard,Der Leibwächter,Die Leibwächter,Der,Leibwächter,leibwächter,0,Mein Leibwächter,Moj tjelohranitelj
Realization,Die Erkenntnis,Die Erkenntnisse,Die,Erkenntnis,erkenntnis,1,Meine Erkenntnis,Moj uvid
Crater,Der Krater,Die Krater,Der,Krater,krater,0,Mein Krater,Moj krater
Voyage,Die Reise,Die Reisen,Die,Reise,reise,1,Meine Reise,Moje putovanje
Congress,Der Kongress,Die Kongresse,Der,Kongress,kongress,0,Mein Kongress,Moj Kongres
Vote,Die Stimme,Die Stimmen,Die,Stimme,stimme,1,Meine Stimme,Moj glas
Proposal,Der Vorschlag,Die Vorschläge,Der,Vorschlag,vorschlag,0,Mein Vorschlag,Moj prijedlog
Fry,Das Braten,Die Braten,Das,Braten,braten,2,Mein Braten,Moje pečenje
Shiver,Das Zittern,Die Zittern,Das,Zittern,zittern,2,Mein Zittern,Moje drhtanje
Obligation,Die Verpflichtung,Die Verpflichtungen,Die,Verpflichtung,verpflichtung,1,Meine Verpflichtung,Moja predanost
Loser,Der Verlierer,Die Verlierer,Der,Verlierer,verlierer,0,Mein Verlierer,Moj gubitnik
Instructor,Der Lehrer,Die Lehrer,Der,Lehrer,lehrer,0,Mein Lehrer,Moj učitelj
Wink,Das Zwinkern,Die Zwinkern,Das,Zwinkern,zwinkern,2,Mein Zwinkern,Moj mig
Pebble,Der Kieselstein,Die Kieselsteine,Der,Kieselstein,kieselstein,0,Mein Kieselstein,Moj kamenčić
Necessity,Die Notwendigkeit,Die Notwendigkeiten,Die,Notwendigkeit,notwendigkeit,1,Meine Notwendigkeit,Moja potreba
Workshop,Das Seminar,Die Seminare,Das,Seminar,seminar,2,Mein Seminar,Moj seminar
Sunrise,Der Sonnenaufgang,Die Sonnenaufgänge,Der,Sonnenaufgang,sonnenaufgang,0,Mein Sonnenaufgang,Moj izlazak sunca
Exhaustion,Die Erschöpfung,(usually uncountable),Die,Erschöpfung,erschöpfung,1,Meine Erschöpfung,Moja iscrpljenost
Cubicle,Die Zelle,Die Zellen,Die,Zelle,zelle,1,Meine Zelle,Moja ćelija
Double,Das Doppel,Die Dopple,Das,Doppel,doppel,2,Mein Doppel,Moj dvojnik
Perimeter,Der Umfang,Die Umfänge,Der,Umfang,umfang,0,Mein Umfang,Moj opseg
Comb,Der Kamm,Die Kämme,Der,Kamm,kamm,0,Mein Kamm,Moj češalj
Finish,Das Finish,Die Finish,Das,Finish,finish,2,Mein Finish,Moj završetak
Purchase,Der Kauf,Die Käufe,Der,Kauf,kauf,0,Mein Kauf,Moja kupnja
Interval,Das Intervall,Die Intervalle,Das,Intervall,intervall,2,Mein Intervall,Moj interval
Splash,Das Spritzen,Die Spritzen,Das,Spritzen,spritzen,2,Mein Spritzen,Moje squirting
Convention,Die Konvention,Die Konventionen,Die,Konvention,konvention,1,Meine Konvention,Moja konvencija
Awareness,Das Bewusstsein,(usually uncountable),Das,Bewusstsein,bewusstsein,2,Mein Bewusstsein,Moja svijest
Pose,Die Pose,Die Posen,Die,Pose,pose,1,Meine Pose,Moja poza
Cradle,Die Wiege,Die Wiegen,Die,Wiege,wiege,1,Meine Wiege,Moja kolijevka
Ram,Der Ram,Die Rams,Der,Ram,ram,0,Mein Ram,Moj Ram
Gentry,Das Adel,(usually uncountable),Das,Adel,adel,2,Mein Adel,Moje plemstvo
Seam,Die Naht,Die Nähte,Die,Naht,naht,1,Meine Naht,Moj šav
Associate,Der Mitarbeiter,Die Mitarbeiter,Der,Mitarbeiter,mitarbeiter,0,Mein Mitarbeiter,Moj zaposlenik
Pane,Die Scheibe,Die Scheiben,Die,Scheibe,scheibe,1,Meine Scheibe,Moj disk
Punk,Der Punk,Die Punks,Der,Punk,punk,0,Mein Punk,Moj panker
Remnant,Der Überrest,Die Überreste,Der,Überrest,überrest,0,Mein Überrest,Moj Ostatak
Cracker,Der Knäckebrot,Die Knäckebrote,Der,Knäckebrot,knäckebrot,0,Mein Knäckebrot,Moj hrskavi kruh
Bluff,Der Bluff,Die Bluffs,Der,Bluff,bluff,0,Mein Bluff,Moj blef
Dune,Die Düne,Die Dünen,Die,Düne,düne,1,Meine Düne,Moja dina
Dentist,Der Zahnarzt,Die Zahnärzte,Der,Zahnarzt,zahnarzt,0,Mein Zahnarzt,Moj stomatolog
Refuge,Das Refugium,Die Refugien,Das,Refugium,refugium,2,Mein Refugium,Moje utočište
Satin,Der Satin,(usually uncountable),Der,Satin,satin,0,Mein Satin,Moj saten
Spread,Die Verbreitung,Die Verbreitungen,Die,Verbreitung,verbreitung,1,Meine Verbreitung,Moj namaz
Entity,Das Wesen,Die Wesen,Das,Wesen,wesen,2,Mein Wesen,Moja priroda
Mailbox,Der Briefkasten,Die Briefkästen,Der,Briefkasten,briefkasten,0,Mein Briefkasten,Moj poštanski sandučić
Annoyance,Der Ärger,Die Ärgernisse,Der,Ärger,ärger,0,Mein Ärger,Moj bijes
Hiss,Das Fauchen,Die Fauchen,Das,Fauchen,fauchen,2,Mein Fauchen,Moje šištanje
Local,Der Einheimische,Die Einheimischen,Der,Einheimische,einheimische,0,Mein Einheimische,Moji mještani
Thud,Das Dumpfe Geräusch,Die Dumpfen Geräusche,Das,Dumpfe Geräusch,dumpfe geräusch,2,Mein Dumpfe Geräusch,Moj tupi zvuk
Dismay,Das Entsetzen,(usually uncountable),Das,Entsetzen,entsetzen,2,Mein Entsetzen,Moj užas
Flour,Das Mehl,(usually uncountable),Das,Mehl,mehl,2,Mein Mehl,Moje brašno
Freak,Der Freak,Die Freaks,Der,Freak,freak,0,Mein Freak,Moja nakaza
Haircut,Der Haarschnitt,Die Haarschnitte,Der,Haarschnitt,haarschnitt,0,Mein Haarschnitt,Moja frizura
Sweet,Die Süße,(usually uncountable),Die,Süße,süße,1,Meine Süße,Moja slatkoća
Orphan,Das Waisenkind,Die Waisenkinder,Das,Waisenkind,waisenkind,2,Mein Waisenkind,Moje siroče
Chess,Das Schach,(usually uncountable),Das,Schach,schach,2,Mein Schach,Moj šah
Petal,Das Blütenblatt,Die Blütenblätter,Das,Blütenblatt,blütenblatt,2,Mein Blütenblatt,Moja latica
Paperwork,Die Papierarbeit,(usually uncountable),Die,Papierarbeit,papierarbeit,1,Meine Papierarbeit,Moja papirologija
Psychiatrist,Der Psychiater,Die Psychiater,Der,Psychiater,psychiater,0,Mein Psychiater,Moj psihijatar
Singing,Das Singen,(usually uncountable),Das,Singen,singen,2,Mein Singen,Moje pjevanje
Interrupt,Die Unterbrechung,Die Unterbrechungen,Die,Unterbrechung,unterbrechung,1,Meine Unterbrechung,Moj prekid
Examination,Die Prüfung,Die Prüfungen,Die,Prüfung,prüfung,1,Meine Prüfung,Moj ispit
Admiration,Die Bewunderung,(usually uncountable),Die,Bewunderung,bewunderung,1,Meine Bewunderung,Moje divljenje
Freezer,Die Gefriertruhe,Die Gefriertruhen,Die,Gefriertruhe,gefriertruhe,1,Meine Gefriertruhe,Moj zamrzivač za škrinje
Illustration,Die Illustration,Die Illustrationen,Die,Illustration,illustration,1,Meine Illustration,Moja ilustracija
Stew,Der Eintopf,Die Eintöpfe,Der,Eintopf,eintopf,0,Mein Eintopf,Moj gulaš
Investigator,Der Ermittler,Die Ermittler,Der,Ermittler,ermittler,0,Mein Ermittler,Moj istražitelj
Suburb,Der Vorort,Die Vororte,Der,Vorort,vorort,0,Mein Vorort,Moje predgrađe
Biscuit,Der Keks,Die Kekse,Der,Keks,keks,0,Mein Keks,Moj kolačić
Holster,Der Holster,Die Holster,Der,Holster,holster,0,Mein Holster,Moja futrola
Factor,Der Faktor,Die Faktoren,Der,Faktor,faktor,0,Mein Faktor,Moj faktor
Intimacy,Die Intimität,(usually uncountable),Die,Intimität,intimität,1,Meine Intimität,Moja intimnost
Lash,Die Peitsche,Die Peitschen,Die,Peitsche,peitsche,1,Meine Peitsche,Moj bič
Saving,Die Ersparnisse,(usually uncountable),Die,Ersparnisse,ersparnisse,1,Meine Ersparnisse,Moja ušteđevina
Software,Die Software,(usually uncountable),Die,Software,software,1,Meine Software,Moj softver
Hen,Das Huhn,Die Hühner,Das,Huhn,huhn,2,Mein Huhn,Moje pile
Birch,Die Birke,Die Birken,Die,Birke,birke,1,Meine Birke,Moja breza
Inquiry,Die Anfrage,Die Anfragen,Die,Anfrage,anfrage,1,Meine Anfrage,Moj upit
Nursery,Die Kinderzimmer,Die Kinderzimmer,Die,Kinderzimmer,kinderzimmer,1,Meine Kinderzimmer,Moje dječje sobe
Transport,Der Transport,Die Transporte,Der,Transport,transport,0,Mein Transport,Moj prijevoz
Extent,Der Umfang,Die Umfänge,Der,Umfang,umfang,0,Mein Umfang,Moj opseg
Definition,Die Definition,Die Definitionen,Die,Definition,definition,1,Meine Definition,Moja definicija
Monument,Das Denkmal,Die Denkmäler,Das,Denkmal,denkmal,2,Mein Denkmal,Moj spomenik
Plum,Die Pflaume,Die Pflaumen,Die,Pflaume,pflaume,1,Meine Pflaume,Moja šljiva
Void,Das Leere,(usually uncountable),Das,Leere,leere,2,Mein Leere,Moja praznina
Delay,Die Verzögerung,Die Verzögerungen,Die,Verzögerung,verzögerung,1,Meine Verzögerung,Moje kašnjenje
Inspection,Die Inspektion,Die Inspektionen,Die,Inspektion,inspektion,1,Meine Inspektion,Moja inspekcija
Essence,Die Essenz,Die Essenzen,Die,Essenz,essenz,1,Meine Essenz,Moja bit
Cannon,Die Kanone,Die Kanonen,Die,Kanone,kanone,1,Meine Kanone,Moj top
Fringe,Der Rand,Die Ränder,Der,Rand,rand,0,Mein Rand,Moj rub
Stereo,Das Stereo,Die Stereos,Das,Stereo,stereo,2,Mein Stereo,Moj stereo
Fella,Der Kerl,Die Kerle,Der,Kerl,kerl,0,Mein Kerl,Moj momak
Praise,Das Lob,(usually uncountable),Das,Lob,lob,2,Mein Lob,Moja pohvala
Penguin,Der Pinguin,Die Pinguine,Der,Pinguin,pinguin,0,Mein Pinguin,Moj pingvin
Torture,Die Folter,Die Folterungen,Die,Folter,folter,1,Meine Folter,Moje mučenje
Stamp,Die Briefmarke,Die Briefmarken,Die,Briefmarke,briefmarke,1,Meine Briefmarke,Moj pečat
Particle,Das Teilchen,Die Teilchen,Das,Teilchen,teilchen,2,Mein Teilchen,Moja čestica
Translator,Der Übersetzer,Die Übersetzer,Der,Übersetzer,übersetzer,0,Mein Übersetzer,Moj prevoditelj
Easter,Das Ostern,(usually uncountable),Das,Ostern,ostern,2,Mein Ostern,Moj Uskrs
Freeze,Das Einfrieren,Die Einfrierungen,Das,Einfrieren,einfrieren,2,Mein Einfrieren,Moje smrzavanje
Pew,Die Bank,Die Bänke,Die,Bank,bank,1,Meine Bank,Moja banka
Wad,Die Rolle,Die Rollen,Die,Rolle,rolle,1,Meine Rolle,Moja uloga
Panties,Der Slip,Die Slips,Der,Slip,slip,0,Mein Slip,Moje gaćice
Consideration,Die Überlegung,Die Überlegungen,Die,Überlegung,überlegung,1,Meine Überlegung,Moj odraz
Spit,Das Spucken,Die Spucken,Das,Spucken,spucken,2,Mein Spucken,Moja pljuvačka
Cooler,Der Kühler,Die Kühler,Der,Kühler,kühler,0,Mein Kühler,Moj hladnjak
Grill,Der Grill,Die Grills,Der,Grill,grill,0,Mein Grill,Moj roštilj
Jug,Der Krug,Die Krüge,Der,Krug,krug,0,Mein Krug,Moj vrč
Nickname,Der Spitzname,Die Spitznamen,Der,Spitzname,spitzname,0,Mein Spitzname,Moj nadimak
Revolver,Der Revolver,Die Revolver,Der,Revolver,revolver,0,Mein Revolver,Moj revolver
Machinery,Die Maschinen,(usually uncountable),Die,Maschinen,maschinen,1,Meine Maschinen,Moji strojevi
Madam,Die Dame,Die Damen,Die,Dame,dame,1,Meine Dame,Dama
Pike,Der Hecht,Die Hechte,Der,Hecht,hecht,0,Mein Hecht,Moja štuka
Terrorist,Der Terrorist,Die Terroristen,Der,Terrorist,terrorist,0,Mein Terrorist,Moj terorist
Laptop,Der Laptop,Die Laptops,Der,Laptop,laptop,0,Mein Laptop,Moje prijenosno računalo
Offering,Das Angebot,Die Angebote,Das,Angebot,angebot,2,Mein Angebot,Moja ponuda
Beak,Der Schnabel,Die Schnäbel,Der,Schnabel,schnabel,0,Mein Schnabel,Moj kljun
Institution,Die Institution,Die Institutionen,Die,Institution,institution,1,Meine Institution,Moja ustanova
Comparison,Der Vergleich,Die Vergleiche,Der,Vergleich,vergleich,0,Mein Vergleich,Moja usporedba
Maker,Der Hersteller,Die Hersteller,Der,Hersteller,hersteller,0,Mein Hersteller,Moj proizvođač
Insight,Der Einblick,Die Einblicke,Der,Einblick,einblick,0,Mein Einblick,Moj uvid
Sibling,Das Geschwister,Die Geschwister,Das,Geschwister,geschwister,2,Mein Geschwister,Moj brat ili sestra
Wardrobe,Der Kleiderschrank,Die Kleiderschränke,Der,Kleiderschrank,kleiderschrank,0,Mein Kleiderschrank,Moja garderoba
Flap,Die Klappe,Die Klappen,Die,Klappe,klappe,1,Meine Klappe,Moja usta
Sole,Die Sohle,Die Sohlen,Die,Sohle,sohle,1,Meine Sohle,Moj đon
Compassion,Das Mitgefühl,(usually uncountable),Das,Mitgefühl,mitgefühl,2,Mein Mitgefühl,Moje suosjećanje
Ego,Das Ego,Die Egos,Das,Ego,ego,2,Mein Ego,Moj ego
Antenna,Die Antenne,Die Antennen,Die,Antenne,antenne,1,Meine Antenne,Moja antena
Cricket,Die Grille,Die Grillen,Die,Grille,grille,1,Meine Grille,Moj kriket
Troll,Der Troll,Die Trolle,Der,Troll,troll,0,Mein Troll,Moj trol
Bookstore,Die Buchhandlung,Die Buchhandlungen,Die,Buchhandlung,buchhandlung,1,Meine Buchhandlung,Moja knjižara
Coming,Das Kommen,(usually uncountable),Das,Kommen,kommen,2,Mein Kommen,Moj dolazak
Objection,Der Einwand,Die Einwände,Der,Einwand,einwand,0,Mein Einwand,Moj prigovor
Holder,Der Halter,Die Halter,Der,Halter,halter,0,Mein Halter,Moj držač
Backseat,Die Rücksitzbank,Die Rücksitzbänke,Die,Rücksitzbank,rücksitzbank,1,Meine Rücksitzbank,Moje stražnje sjedalo
Ignorance,Die Unwissenheit,(usually uncountable),Die,Unwissenheit,unwissenheit,1,Meine Unwissenheit,Moje neznanje
Budget,Der Haushalt,Die Haushalte,Der,Haushalt,haushalt,0,Mein Haushalt,Moje kućanstvo
Aircraft,Das Flugzeug,Die Flugzeuge,Das,Flugzeug,flugzeug,2,Mein Flugzeug,Moj avion
Corps,Das Corps,Die Cores,Das,Corps,corps,2,Mein Corps,Moj korpus
Loaf,Das Laib,Die Laibe,Das,Laib,laib,2,Mein Laib,Moja štruca
Extension,Die Erweiterung,Die Erweiterungen,Die,Erweiterung,erweiterung,1,Meine Erweiterung,Moje proširenje
Freeway,Der Autobahn,Die Autobahnen,Der,Autobahn,autobahn,0,Mein Autobahn,Moja autocesta
Solitude,Die Einsamkeit,(usually uncountable),Die,Einsamkeit,einsamkeit,1,Meine Einsamkeit,Moja samoća
Chemical,Die Chemikalie,Die Chemikalien,Die,Chemikalie,chemikalie,1,Meine Chemikalie,Moja kemikalija
Villager,Der Dorfbewohner,Die Dorfbewohner,Der,Dorfbewohner,dorfbewohner,0,Mein Dorfbewohner,Moj seljanin
Perfection,Die Perfektion,(usually uncountable),Die,Perfektion,perfektion,1,Meine Perfektion,Moje savršenstvo
Pope,Der Papst,Die Päpste,Der,Papst,papst,0,Mein Papst,Moj Papa
Semester,Das Semester,Die Semester,Das,Semester,semester,2,Mein Semester,Moj semestar
Liver,Die Leber,Die Lebern,Die,Leber,leber,1,Meine Leber,Moja jetra
Saucer,Die Untertasse,Die Untertassen,Die,Untertasse,untertasse,1,Meine Untertasse,Moj tanjurić
Urgency,Die Dringlichkeit,Die Dringlichkeiten,Die,Dringlichkeit,dringlichkeit,1,Meine Dringlichkeit,Moja hitnost
Volcano,Der Vulkan,Die Vulkane,Der,Vulkan,vulkan,0,Mein Vulkan,Moj vulkan
Spice,Das Gewürz,Die Gewürze,Das,Gewürz,gewürz,2,Mein Gewürz,Moj začin
Hostage,Die Geisel,Die Geiseln,Die,Geisel,geisel,1,Meine Geisel,Moj talac
Choir,Der Chor,Die Chöre,Der,Chor,chor,0,Mein Chor,Moj zbor
Dough,Der Teig,Die Teige,Der,Teig,teig,0,Mein Teig,Moje tijesto
Commotion,Die Aufregung,Die Aufregungen,Die,Aufregung,aufregung,1,Meine Aufregung,Moje uzbuđenje
Courthouse,Das Gerichtsgebäude,Die Gerichtsgebäude,Das,Gerichtsgebäude,gerichtsgebäude,2,Mein Gerichtsgebäude,Moja sudnica
Salmon,Der Lachs,Die Lachse,Der,Lachs,lachs,0,Mein Lachs,Moj losos
Boxer,Der Boxer,Die Boxer,Der,Boxer,boxer,0,Mein Boxer,Moj boksač
Errand,Der Botengang,Die Botengänge,Der,Botengang,botengang,0,Mein Botengang,Moj zadatak
Mechanism,Der Mechanismus,Die Mechanismen,Der,Mechanismus,mechanismus,0,Mein Mechanismus,Moj mehanizam
Telescope,Das Teleskop,Die Teleskope,Das,Teleskop,teleskop,2,Mein Teleskop,Moj teleskop
Ferry,Die Fähre,Die Fähren,Die,Fähre,fähre,1,Meine Fähre,Moj trajekt
PasserBy,Der Passant,Die Passanten,Der,Passant,passant,0,Mein Passant,Moj prolaznik
Irritation,Die Irritation,Die Irritationen,Die,Irritation,irritation,1,Meine Irritation,Moja iritacija
Sedan,Die Limousine,Die Limousinen,Die,Limousine,limousine,1,Meine Limousine,Moja limuzina
Commitment,Die Verpflichtung,Die Verpflichtungen,Die,Verpflichtung,verpflichtung,1,Meine Verpflichtung,Moja predanost
Coward,Der Feigling,Die Feiglinge,Der,Feigling,feigling,0,Mein Feigling,Moja kukavica
Git,Der Idiot,Die Idioten,Der,Idiot,idiot,0,Mein Idiot,Moj idiot
Flare,Die Fackel,Die Fackeln,Die,Fackel,fackel,1,Meine Fackel,Moja baklja
Howl,Das Heulen,Die Heulungen,Das,Heulen,heulen,2,Mein Heulen,Moje zavijanje
Fang,Der Zahn,Die Zähne,Der,Zahn,zahn,0,Mein Zahn,Moj zub
Roman,Der Roman,Die Romane,Der,Roman,roman,0,Mein Roman,Moj roman
Hue,Der Farbton,Die Farbtöne,Der,Farbton,farbton,0,Mein Farbton,Moja nijansa
Discomfort,Die Unannehmlichkeit,Die Unannehmlichkeiten,Die,Unannehmlichkeit,unannehmlichkeit,1,Meine Unannehmlichkeit,Moja neugodnost
Vent,Die Belüftung,Die Belüftungen,Die,Belüftung,belüftung,1,Meine Belüftung,Moja ventilacija
Canoe,Das Kanu,Die Kanus,Das,Kanu,kanu,2,Mein Kanu,Moj kanu
Recipe,Das Rezept,Die Rezepte,Das,Rezept,rezept,2,Mein Rezept,Moj recept
Hamburger,Der Hamburger,Die Hamburger,Der,Hamburger,hamburger,0,Mein Hamburger,Moj hamburger
Eave,Der Trauf,Die Traube,Der,Trauf,trauf,0,Mein Trauf,Moje strehe
Barber,Der Friseur,Die Friseure,Der,Friseur,friseur,0,Mein Friseur,Moj frizer
Passing,Das Vorbeigehen,Die Vorbeigehen,Das,Vorbeigehen,vorbeigehen,2,Mein Vorbeigehen,Moj prolazak
Betrayal,Der Verrat,Die Verrat,Der,Verrat,verrat,0,Mein Verrat,Moja izdaja
Sweatshirt,Der Pullover,Die Pullover,Der,Pullover,pullover,0,Mein Pullover,Moj džemper
Tentacle,Das Tentakel,Die Tentakel,Das,Tentakel,tentakel,2,Mein Tentakel,Moj pipak
Surf,Die Brandung,(usually uncountable),Die,Brandung,brandung,1,Meine Brandung,Moje surfanje
Plaid,Der Schottenkaro,Die Schottenkaros,Der,Schottenkaro,schottenkaro,0,Mein Schottenkaro,Moj tartan
Walkway,Der Gehweg,Die Gehwege,Der,Gehweg,gehweg,0,Mein Gehweg,Moj pločnik
Limp,Das Hinken,Die Hinken,Das,Hinken,hinken,2,Mein Hinken,Moje šepanje
Administration,Die Verwaltung,Die Verwaltungen,Die,Verwaltung,verwaltung,1,Meine Verwaltung,Moja administracija
Convenience,Die Bequemlichkeit,Die Bequemlichkeiten,Die,Bequemlichkeit,bequemlichkeit,1,Meine Bequemlichkeit,Moja pogodnost
Diaper,Die Windel,Die Windeln,Die,Windel,windel,1,Meine Windel,Moja pelena
Mole,Der Maulwurf,Die Maulwürfe,Der,Maulwurf,maulwurf,0,Mein Maulwurf,Moja krtica
Cleaner,Der Reiniger,Die Reiniger,Der,Reiniger,reiniger,0,Mein Reiniger,Moj čistač
Swell,Das Anschwellen,Die Anschwellen,Das,Anschwellen,anschwellen,2,Mein Anschwellen,Moja oteklina
GrownUp,Der Erwachsene,Die Erwachsenen,Der,Erwachsene,erwachsene,0,Mein Erwachsene,Moja odrasla osoba
Scan,Die Scan,Die Scans,Die,Scan,scan,1,Meine Scan,Moje skeniranje
Clarity,Die Klarheit,(usually uncountable),Die,Klarheit,klarheit,1,Meine Klarheit,Moja jasnoća
Salon,Der Salon,Die Salons,Der,Salon,salon,0,Mein Salon,Moj salon
Producer,Der Produzent,Die Produzenten,Der,Produzent,produzent,0,Mein Produzent,Moj producent
Flying,Das Fliegen,(usually uncountable),Das,Fliegen,fliegen,2,Mein Fliegen,Moje letenje
