english,singular,plural,article,noun,x,y,sing+plural,catalan
Native,Der Eingeborene,Die Eingeborenen,Der,Eingeborene,eingeborene,0,"Der Eingeborene, Die Eingeborenen","Els nadius, els nadius"
Lovemaking,Der Liebesakt,Die Liebesakte,Der,Liebesakt,liebesakt,0,"Der Liebesakt, Die Liebesakte","L'acte d'amor, els actes d'amor"
Aide,Der Helfer,Die Helfer,Der,Helfer,helfer,0,"Der Helfer, Die Helfer","L'ajudant, els ajudants"
Bulk,Die Masse,(usually uncountable),Die,Masse,masse,1,"Die Masse, (usually uncountable)","La massa, -"
Poker,Der Poker,Die Pokers,Der,Poker,poker,0,"Der Poker, Die Pokers","El pòquer, els pòquers"
Lime,Die Limette,Die Limetten,Die,Limette,limette,1,"Die Limette, Die Limetten","La llima, les llimes"
Surveillance,Die Überwachung,(usually uncountable),Die,Überwachung,überwachung,1,"Die Überwachung, (usually uncountable)","el Seguiment, -"
Assembly,Die Versammlung,Die Versammlungen,Die,Versammlung,versammlung,1,"Die Versammlung, Die Versammlungen","L'Assemblea, les Assemblees"
Grandson,Der Enkel,Die Enkel,Der,Enkel,enkel,0,"Der Enkel, Die Enkel","El nét, els néts"
Chopper,Der Hubschrauber,Die Hubschrauber,Der,Hubschrauber,hubschrauber,0,"Der Hubschrauber, Die Hubschrauber","L'helicòpter, els helicòpters"
Carrier,Der Träger,Die Träger,Der,Träger,träger,0,"Der Träger, Die Träger","El transportista, els transportistes"
Engagement,Das Engagement,Die Engagements,Das,Engagement,engagement,2,"Das Engagement, Die Engagements","El compromís, els compromisos"
Kin,Die Verwandtschaft,(usually uncountable),Die,Verwandtschaft,verwandtschaft,1,"Die Verwandtschaft, (usually uncountable)","el familiar, els familiars"
Mum,Die Mutter,Die Mütter,Die,Mutter,mutter,1,"Die Mutter, Die Mütter","La mare, les mares"
Lighting,Das Licht,(usually uncountable),Das,Licht,licht,2,"Das Licht, (usually uncountable)","La llum, -"
Fit,Die Passform,Die Passformen,Die,Passform,passform,1,"Die Passform, Die Passformen","L'ajust, els ajustos"
Pull,Der Zug,Die Züge,Der,Zug,zug,0,"Der Zug, Die Züge","El tren, els trens"
Verge,Der Rand,Die Ränder,Der,Rand,rand,0,"Der Rand, Die Ränder","La vora, les vores"
Farmhouse,Das Bauernhaus,Die Bauernhäuser,Das,Bauernhaus,bauernhaus,2,"Das Bauernhaus, Die Bauernhäuser","La masia, les masies"
Wait,Die Wartezeit,Die Wartezeiten,Die,Wartezeit,wartezeit,1,"Die Wartezeit, Die Wartezeiten","El temps d'espera, els temps d'espera"
Assassin,Der Attentäter,Die Attentäter,Der,Attentäter,attentäter,0,"Der Attentäter, Die Attentäter","L'assassí, els assassins"
Foam,Der Schaum,Die Schäume,Der,Schaum,schaum,0,"Der Schaum, Die Schäume","L'escuma, les escumes"
Tug,Der Schlepper,Die Schlepper,Der,Schlepper,schlepper,0,"Der Schlepper, Die Schlepper","Els remolcadors, els remolcadors"
Journalist,Der Journalist,Die Journalisten,Der,Journalist,journalist,0,"Der Journalist, Die Journalisten","El periodista, els periodistes"
Recording,Die Aufnahme,Die Aufnahmen,Die,Aufnahme,aufnahme,1,"Die Aufnahme, Die Aufnahmen","L'enregistrament, els enregistraments"
Cure,Die Heilung,Die Heilungen,Die,Heilung,heilung,1,"Die Heilung, Die Heilungen","La curació, les curacions"
Descent,Der Abstieg,Die Abstiege,Der,Abstieg,abstieg,0,"Der Abstieg, Die Abstiege","El descens, els descensos"
Ringing,Das Klingeln,(usually uncountable),Das,Klingeln,klingeln,2,"Das Klingeln, (usually uncountable)","El timbre, -"
Scissors,Die Schere,Die Scheren,Die,Schere,schere,1,"Die Schere, Die Scheren","Les tisores, les tisores"
Twig,Der Zweig,Die Zweige,Der,Zweig,zweig,0,"Der Zweig, Die Zweige","La branca, les branques"
Resort,Das Resort,Die Resorts,Das,Resort,resort,2,"Das Resort, Die Resorts","El Resort, Els Resorts"
Guardian,Der Wächter,Die Wächter,Der,Wächter,wächter,0,"Der Wächter, Die Wächter","El Guardià, Els Guardians"
Opponent,Der Gegner,Die Gegner,Der,Gegner,gegner,0,"Der Gegner, Die Gegner","L'oponent, els oponents"
Chef,Der Chef,Die Chefs,Der,Chef,chef,0,"Der Chef, Die Chefs","El cap, els caps"
Wheat,Der Weizen,(usually uncountable),Der,Weizen,weizen,0,"Der Weizen, (usually uncountable)","El blat, -"
Hurricane,Der Hurrikan,Die Hurrikane,Der,Hurrikan,hurrikan,0,"Der Hurrikan, Die Hurrikane","L'huracà, els huracans"
Playground,Der Spielplatz,Die Spielplätze,Der,Spielplatz,spielplatz,0,"Der Spielplatz, Die Spielplätze","El parc infantil, els parcs infantils"
Mushroom,Der Pilz,Die Pilze,Der,Pilz,pilz,0,"Der Pilz, Die Pilze","El bolet, els bolets"
Keyboard,Die Tastatur,Die Tastaturen,Die,Tastatur,tastatur,1,"Die Tastatur, Die Tastaturen","El teclat, els teclats"
Cedar,Die Zeder,Die Zedern,Die,Zeder,zeder,1,"Die Zeder, Die Zedern","El cedre, els cedres"
Crest,Die Crest,Die Crests,Die,Crest,crest,1,"Die Crest, Die Crests","L'escut, els escuts"
Jasmine,Die Jasmin,Die Jasmin,Die,Jasmin,jasmin,1,"Die Jasmin, Die Jasmin","El gessamí, el gessamí"
Armchair,Der Sessel,Die Sessel,Der,Sessel,sessel,0,"Der Sessel, Die Sessel","La butaca, les butaques"
Attraction,Die Attraktion,Die Attraktionen,Die,Attraktion,attraktion,1,"Die Attraktion, Die Attraktionen","L'atracció, les atraccions"
Blind,Die Jalousie,Die Jalousien,Die,Jalousie,jalousie,1,"Die Jalousie, Die Jalousien","Les persianes, les persianes"
Cylinder,Der Zylinder,Die Zylinder,Der,Zylinder,zylinder,0,"Der Zylinder, Die Zylinder","El cilindre, els cilindres"
Swallow,Die Schwalbe,Die Schwalben,Die,Schwalbe,schwalbe,1,"Die Schwalbe, Die Schwalben","L'oreneta, les orenetes"
Celebrity,Der Prominente,Die Prominenten,Der,Prominente,prominente,0,"Der Prominente, Die Prominenten","La celebritat, les celebritats"
Wilderness,Die Wildnis,(usually uncountable),Die,Wildnis,wildnis,1,"Die Wildnis, (usually uncountable)","El desert, -"
Triangle,Das Dreieck,Die Dreiecke,Das,Dreieck,dreieck,2,"Das Dreieck, Die Dreiecke","El triangle, els triangles"
Stench,Der Gestank,(usually uncountable),Der,Gestank,gestank,0,"Der Gestank, (usually uncountable)","La pudor, -"
Laboratory,Das Labor,Die Labore,Das,Labor,labor,2,"Das Labor, Die Labore","El laboratori, els laboratoris"
Array,Das Array,Die Arrays,Das,Array,array,2,"Das Array, Die Arrays","La matriu, les matrius"
Valentine,Der Valentine,Die Valentines,Der,Valentine,valentine,0,"Der Valentine, Die Valentines","El Sant Valentí, els Sant Valentí"
Retirement,Der Ruhestand,(usually uncountable),Der,Ruhestand,ruhestand,0,"Der Ruhestand, (usually uncountable)","la Jubilació, -"
Ski,Der Ski,Die Skis,Der,Ski,ski,0,"Der Ski, Die Skis","Els esquís, els esquís"
Edition,Die Ausgabe,Die Ausgaben,Die,Ausgabe,ausgabe,1,"Die Ausgabe, Die Ausgaben","La sortida, les despeses"
Supervisor,Der Vorgesetzte,Die Vorgesetzten,Der,Vorgesetzte,vorgesetzte,0,"Der Vorgesetzte, Die Vorgesetzten","El superior, el superior"
Expanse,Die Weite,Die Weiten,Die,Weite,weite,1,"Die Weite, Die Weiten","La immensitat, la immensitat"
Ending,Das Ende,Die Enden,Das,Ende,ende,2,"Das Ende, Die Enden","El final, els finals"
Moss,Der Moos,(usually uncountable),Der,Moos,moos,0,"Der Moos, (usually uncountable)","La molsa, -"
Gale,Der Sturm,Die Stürme,Der,Sturm,sturm,0,"Der Sturm, Die Stürme","La tempesta, les tempestes"
Loyalty,Die Treue,(usually uncountable),Die,Treue,treue,1,"Die Treue, (usually uncountable)","la Fidelitat, -"
Lavender,Der Lavendel,(usually uncountable),Der,Lavendel,lavendel,0,"Der Lavendel, (usually uncountable)","la canyella, -"
Pardon,Die Verzeihung,(usually uncountable),Die,Verzeihung,verzeihung,1,"Die Verzeihung, (usually uncountable)","el Perdó, -"
Ashtray,Der Aschenbecher,Die Aschenbecher,Der,Aschenbecher,aschenbecher,0,"Der Aschenbecher, Die Aschenbecher","El cendrer, els cendrers"
Shard,Der Scherben,Die Scherben,Der,Scherben,scherben,0,"Der Scherben, Die Scherben","Els fragments, els fragments"
Corporation,Das Unternehmen,Die Unternehmen,Das,Unternehmen,unternehmen,2,"Das Unternehmen, Die Unternehmen","L'empresa, les empreses"
Distraction,Die Ablenkung,Die Ablenkungen,Die,Ablenkung,ablenkung,1,"Die Ablenkung, Die Ablenkungen","La distracció, les distraccions"
Majesty,Die Majestät,(usually uncountable),Die,Majestät,majestät,1,"Die Majestät, (usually uncountable)","La Majestat, -"
Pyramid,Die Pyramide,Die Pyramiden,Die,Pyramide,pyramide,1,"Die Pyramide, Die Pyramiden","La piràmide, les piràmides"
Fame,Der Ruhm,(usually uncountable),Der,Ruhm,ruhm,0,"Der Ruhm, (usually uncountable)","La fama, -"
Graduation,Der Abschluss,Die Abschlüsse,Der,Abschluss,abschluss,0,"Der Abschluss, Die Abschlüsse","El grau, els graus"
Distress,Die Not,(usually uncountable),Die,Not,not,1,"Die Not, (usually uncountable)","la relaxació, -"
Mage,Der Magier,Die Magier,Der,Magier,magier,0,"Der Magier, Die Magier","El mag, els mags"
Independence,Die Unabhängigkeit,(usually uncountable),Die,Unabhängigkeit,unabhängigkeit,1,"Die Unabhängigkeit, (usually uncountable)","la Independència, -"
Crush,Der Schwarm,Die Schwärme,Der,Schwarm,schwarm,0,"Der Schwarm, Die Schwärme","L'eixam, els eixams"
Chuckle,Das Kichern,Die Kicher,Das,Kichern,kichern,2,"Das Kichern, Die Kicher","Les rialles, les rialles"
Dime,Der Zehncent,Die Zehncents,Der,Zehncent,zehncent,0,"Der Zehncent, Die Zehncents","Els deu cèntims, els deu cèntims"
Aim,Das Ziel,Die Ziele,Das,Ziel,ziel,2,"Das Ziel, Die Ziele","L'objectiu, els objectius"
Gust,Die Böe,Die Böen,Die,Böe,böe,1,"Die Böe, Die Böen","La ràfega, les ràfegues"
Russian,Der Russe,Die Russen,Der,Russe,russe,0,"Der Russe, Die Russen","Els russos, els russos"
Treat,Die Behandlung,Die Behandlungen,Die,Behandlung,behandlung,1,"Die Behandlung, Die Behandlungen","El tractament, els tractaments"
Foreigner,Der Ausländer,Die Ausländer,Der,Ausländer,ausländer,0,"Der Ausländer, Die Ausländer","L'estranger, els estrangers"
Salary,Das Gehalt,Die Gehälter,Das,Gehalt,gehalt,2,"Das Gehalt, Die Gehälter","El sou, els salaris"
Scope,Der Umfang,Die Umfänge,Der,Umfang,umfang,0,"Der Umfang, Die Umfänge","L'abast, els abasts"
Rebel,Der Rebell,Die Rebellen,Der,Rebell,rebell,0,"Der Rebell, Die Rebellen","El rebel, els rebels"
Thug,Der Schläger,Die Schläger,Der,Schläger,schläger,0,"Der Schläger, Die Schläger","La raqueta, les raquetes"
Tomb,Die Grab,Die Gräber,Die,Grab,grab,1,"Die Grab, Die Gräber","Les tombes, les tombes"
Fridge,Der Kühlschrank,Die Kühlschränke,Der,Kühlschrank,kühlschrank,0,"Der Kühlschrank, Die Kühlschränke","La nevera, les neveres"
Socket,Die Steckdose,Die Steckdosen,Die,Steckdose,steckdose,1,"Die Steckdose, Die Steckdosen","El sòcol, els endolls"
Dose,Die Dose,Die Dosen,Die,Dose,dose,1,"Die Dose, Die Dosen","La llauna, les llaunes"
Election,Die Wahl,Die Wahlen,Die,Wahl,wahl,1,"Die Wahl, Die Wahlen","Les eleccions, les eleccions"
Refugee,Der Flüchtling,Die Flüchtlinge,Der,Flüchtling,flüchtling,0,"Der Flüchtling, Die Flüchtlinge","El refugiat, els refugiats"
Phase,Die Phase,Die Phasen,Die,Phase,phase,1,"Die Phase, Die Phasen","La fase, les fases"
Pumpkin,Der Kürbis,Die Kürbisse,Der,Kürbis,kürbis,0,"Der Kürbis, Die Kürbisse","La carbassa, les carbasses"
Thorn,Der Dorn,Die Dornen,Der,Dorn,dorn,0,"Der Dorn, Die Dornen","L'espina, les espines"
Hide,Das Versteck,Die Verstecke,Das,Versteck,versteck,2,"Das Versteck, Die Verstecke","L'amagatall, els amagatalls"
Sausage,Die Wurst,Die Würste,Die,Wurst,wurst,1,"Die Wurst, Die Würste","La botifarra, les salsitxes"
Dig,Der Lupfer,Die Lupfen,Der,Lupfer,lupfer,0,"Der Lupfer, Die Lupfen","El Lupfer, el Lupfen"
Tan,Die Bräune,Die Bräunen,Die,Bräune,bräune,1,"Die Bräune, Die Bräunen","El bronzejat, el bronzejat"
Loan,Das Darlehen,Die Darlehen,Das,Darlehen,darlehen,2,"Das Darlehen, Die Darlehen","El préstec, els préstecs"
Spike,Der Stachel,Die Stacheln,Der,Stachel,stachel,0,"Der Stachel, Die Stacheln","La picada, les punxes"
Crumb,Die Krume,Die Krumen,Die,Krume,krume,1,"Die Krume, Die Krumen","La molla, les molles"
Wax,Das Wachs,(usually uncountable),Das,Wachs,wachs,2,"Das Wachs, (usually uncountable)","La cera, -"
Growl,Das Knurren,Die Knurren,Das,Knurren,knurren,2,"Das Knurren, Die Knurren","El grunyit, el grunyit"
Rental,Die Vermietung,Die Vermietungen,Die,Vermietung,vermietung,1,"Die Vermietung, Die Vermietungen","Els lloguers, els lloguers"
Feed,Das Futter,(usually uncountable),Das,Futter,futter,2,"Das Futter, (usually uncountable)","El menjar, -"
Escort,Der Begleiter,Die Begleiter,Der,Begleiter,begleiter,0,"Der Begleiter, Die Begleiter","El company, els companys"
Astonishment,Das Erstaunen,(usually uncountable),Das,Erstaunen,erstaunen,2,"Das Erstaunen, (usually uncountable)","La sorpresa, -"
Flora,Die Flora,(usually uncountable),Die,Flora,flora,1,"Die Flora, (usually uncountable)","La flora, -"
Festival,Das Festival,Die Festivals,Das,Festival,festival,2,"Das Festival, Die Festivals","El Festival, Els Festivals"
Debate,Die Debatte,Die Debatten,Die,Debatte,debatte,1,"Die Debatte, Die Debatten","El debat, els debats"
Critic,Der Kritiker,Die Kritiker,Der,Kritiker,kritiker,0,"Der Kritiker, Die Kritiker","El crític, els crítics"
Cast,Der Guss,Die Güsse,Der,Guss,guss,0,"Der Guss, Die Güsse","El càsting, els repartiments"
Bloom,Die Blüte,Die Blüten,Die,Blüte,blüte,1,"Die Blüte, Die Blüten","La flor, les flors"
Loft,Der Dachboden,Die Dachböden,Der,Dachboden,dachboden,0,"Der Dachboden, Die Dachböden","el loft, els lofts"
Commission,Die Kommission,Die Kommissionen,Die,Kommission,kommission,1,"Die Kommission, Die Kommissionen","La Comissió, les Comissions"
Flicker,Das Flackern,Die Flackern,Das,Flackern,flackern,2,"Das Flackern, Die Flackern","El parpelleig, el parpelleig"
Economy,Die Wirtschaft,Die Wirtschaften,Die,Wirtschaft,wirtschaft,1,"Die Wirtschaft, Die Wirtschaften","L'economia, les economies"
Radiation,Die Strahlung,Die Strahlungen,Die,Strahlung,strahlung,1,"Die Strahlung, Die Strahlungen","La radiació, les radiacions"
Bodyguard,Der Leibwächter,Die Leibwächter,Der,Leibwächter,leibwächter,0,"Der Leibwächter, Die Leibwächter","El guardaespatlles, els guardaespatlles"
Realization,Die Erkenntnis,Die Erkenntnisse,Die,Erkenntnis,erkenntnis,1,"Die Erkenntnis, Die Erkenntnisse","La realització, les idees"
Crater,Der Krater,Die Krater,Der,Krater,krater,0,"Der Krater, Die Krater","El cràter, els cràters"
Voyage,Die Reise,Die Reisen,Die,Reise,reise,1,"Die Reise, Die Reisen","El viatge, els viatges"
Congress,Der Kongress,Die Kongresse,Der,Kongress,kongress,0,"Der Kongress, Die Kongresse","El Congrés, Els Congressos"
Vote,Die Stimme,Die Stimmen,Die,Stimme,stimme,1,"Die Stimme, Die Stimmen","La veu, les veus"
Proposal,Der Vorschlag,Die Vorschläge,Der,Vorschlag,vorschlag,0,"Der Vorschlag, Die Vorschläge","La proposta, les propostes"
Fry,Das Braten,Die Braten,Das,Braten,braten,2,"Das Braten, Die Braten","El rostit, els rostits"
Shiver,Das Zittern,Die Zittern,Das,Zittern,zittern,2,"Das Zittern, Die Zittern","El tremolor, el tremolor"
Obligation,Die Verpflichtung,Die Verpflichtungen,Die,Verpflichtung,verpflichtung,1,"Die Verpflichtung, Die Verpflichtungen","l'obligació, les obligacions"
Loser,Der Verlierer,Die Verlierer,Der,Verlierer,verlierer,0,"Der Verlierer, Die Verlierer","El perdedor, els perdedors"
Instructor,Der Lehrer,Die Lehrer,Der,Lehrer,lehrer,0,"Der Lehrer, Die Lehrer","El professor, els professors"
Wink,Das Zwinkern,Die Zwinkern,Das,Zwinkern,zwinkern,2,"Das Zwinkern, Die Zwinkern","L'ullet, els ullets"
Pebble,Der Kieselstein,Die Kieselsteine,Der,Kieselstein,kieselstein,0,"Der Kieselstein, Die Kieselsteine","El còdol, els còdols"
Necessity,Die Notwendigkeit,Die Notwendigkeiten,Die,Notwendigkeit,notwendigkeit,1,"Die Notwendigkeit, Die Notwendigkeiten","La necessitat, les necessitats"
Workshop,Das Seminar,Die Seminare,Das,Seminar,seminar,2,"Das Seminar, Die Seminare","El Seminari, Els Seminaris"
Sunrise,Der Sonnenaufgang,Die Sonnenaufgänge,Der,Sonnenaufgang,sonnenaufgang,0,"Der Sonnenaufgang, Die Sonnenaufgänge","La sortida, -"
Exhaustion,Die Erschöpfung,(usually uncountable),Die,Erschöpfung,erschöpfung,1,"Die Erschöpfung, (usually uncountable)","l'Esgotament, els esgotaments"
Cubicle,Die Zelle,Die Zellen,Die,Zelle,zelle,1,"Die Zelle, Die Zellen","La cèl·lula, les cèl·lules"
Double,Das Doppel,Die Dopple,Das,Doppel,doppel,2,"Das Doppel, Die Dopple","El doble, el doble"
Perimeter,Der Umfang,Die Umfänge,Der,Umfang,umfang,0,"Der Umfang, Die Umfänge","L'abast, els abasts"
Comb,Der Kamm,Die Kämme,Der,Kamm,kamm,0,"Der Kamm, Die Kämme","La pinta, les pintes"
Finish,Das Finish,Die Finish,Das,Finish,finish,2,"Das Finish, Die Finish","L'acabat, els acabats"
Purchase,Der Kauf,Die Käufe,Der,Kauf,kauf,0,"Der Kauf, Die Käufe","La compra, les compres"
Interval,Das Intervall,Die Intervalle,Das,Intervall,intervall,2,"Das Intervall, Die Intervalle","L'interval, els intervals"
Splash,Das Spritzen,Die Spritzen,Das,Spritzen,spritzen,2,"Das Spritzen, Die Spritzen","l'esquitxada, les esquitxades"
Convention,Die Konvention,Die Konventionen,Die,Konvention,konvention,1,"Die Konvention, Die Konventionen","La Convenció, les Convencions"
Awareness,Das Bewusstsein,(usually uncountable),Das,Bewusstsein,bewusstsein,2,"Das Bewusstsein, (usually uncountable)","la Consciència, -"
Pose,Die Pose,Die Posen,Die,Pose,pose,1,"Die Pose, Die Posen","La postura, les postures"
Cradle,Die Wiege,Die Wiegen,Die,Wiege,wiege,1,"Die Wiege, Die Wiegen","El bressol, el bressol"
Ram,Der Ram,Die Rams,Der,Ram,ram,0,"Der Ram, Die Rams","El moltó, els moltons"
Gentry,Das Adel,(usually uncountable),Das,Adel,adel,2,"Das Adel, (usually uncountable)","La noblesa, -"
Seam,Die Naht,Die Nähte,Die,Naht,naht,1,"Die Naht, Die Nähte","La costura, les costures"
Associate,Der Mitarbeiter,Die Mitarbeiter,Der,Mitarbeiter,mitarbeiter,0,"Der Mitarbeiter, Die Mitarbeiter","L'empleat, els empleats"
Pane,Die Scheibe,Die Scheiben,Die,Scheibe,scheibe,1,"Die Scheibe, Die Scheiben","El disc, els discos"
Punk,Der Punk,Die Punks,Der,Punk,punk,0,"Der Punk, Die Punks","El punk, els punks"
Remnant,Der Überrest,Die Überreste,Der,Überrest,überrest,0,"Der Überrest, Die Überreste","La resta, les restes"
Cracker,Der Knäckebrot,Die Knäckebrote,Der,Knäckebrot,knäckebrot,0,"Der Knäckebrot, Die Knäckebrote","el Pa, els pans"
Bluff,Der Bluff,Die Bluffs,Der,Bluff,bluff,0,"Der Bluff, Die Bluffs","El Bluff, Els Bluffs"
Dune,Die Düne,Die Dünen,Die,Düne,düne,1,"Die Düne, Die Dünen","La duna, les dunes"
Dentist,Der Zahnarzt,Die Zahnärzte,Der,Zahnarzt,zahnarzt,0,"Der Zahnarzt, Die Zahnärzte","El dentista, els dentistes"
Refuge,Das Refugium,Die Refugien,Das,Refugium,refugium,2,"Das Refugium, Die Refugien","El refugi, els refugis"
Satin,Der Satin,(usually uncountable),Der,Satin,satin,0,"Der Satin, (usually uncountable)","El setí, -"
Spread,Die Verbreitung,Die Verbreitungen,Die,Verbreitung,verbreitung,1,"Die Verbreitung, Die Verbreitungen","La distribució, la difusió"
Entity,Das Wesen,Die Wesen,Das,Wesen,wesen,2,"Das Wesen, Die Wesen","L'essència, els éssers"
Mailbox,Der Briefkasten,Die Briefkästen,Der,Briefkasten,briefkasten,0,"Der Briefkasten, Die Briefkästen","La bústia, les bústies"
Annoyance,Der Ärger,Die Ärgernisse,Der,Ärger,ärger,0,"Der Ärger, Die Ärgernisse","La ràbia, les molèsties"
Hiss,Das Fauchen,Die Fauchen,Das,Fauchen,fauchen,2,"Das Fauchen, Die Fauchen","El xiulet, el xiulet"
Local,Der Einheimische,Die Einheimischen,Der,Einheimische,einheimische,0,"Der Einheimische, Die Einheimischen","Els locals, els locals"
Thud,Das Dumpfe Geräusch,Die Dumpfen Geräusche,Das,Dumpfe Geräusch,dumpfe geräusch,2,"Das Dumpfe Geräusch, Die Dumpfen Geräusche","El so sord, els sorolls sords"
Dismay,Das Entsetzen,(usually uncountable),Das,Entsetzen,entsetzen,2,"Das Entsetzen, (usually uncountable)","L'horror, els horrors"
Flour,Das Mehl,(usually uncountable),Das,Mehl,mehl,2,"Das Mehl, (usually uncountable)","La farina, -"
Freak,Der Freak,Die Freaks,Der,Freak,freak,0,"Der Freak, Die Freaks","El monstre, els monstres"
Haircut,Der Haarschnitt,Die Haarschnitte,Der,Haarschnitt,haarschnitt,0,"Der Haarschnitt, Die Haarschnitte","El tall de cabell, els talls de cabell"
