english,singular,plural,article,noun,x,y,possessive,croatian,n_words
Pussy,Die Möse,Die Mösen,Die,Möse,maca,1,moja,Moja maca,2
Collector,Der Sammler,Die Sammler,Der,Sammler,kolekcionar,0,moj,Moj kolekcionar,2
Earthquake,Das Erdbeben,Die Erdbeben,Das,Erdbeben,potres,0,moj,Moj potres,2
Flake,Die Flocke,Die Flocken,Die,Flocke,pahuljica,1,moja,Moja pahuljica,2
Syllable,Die Silbe,Die Silben,Die,Silbe,slog,0,moj,Moj slog,2
Selection,Die Auswahl,Die Auswahlen,Die,Auswahl,odabir,0,moj,Moj odabir,2
Vow,Das Gelübde,Die Gelübde,Das,Gelübde,zavjet,0,moj,Moj zavjet,2
Granddaughter,Die Enkelin,Die Enkelinnen,Die,Enkelin,unuka,1,moja,Moja unuka,2
Symptom,Das Symptom,Die Symptome,Das,Symptom,simptom,0,moj,Moj simptom,2
Scenario,Das Szenario,Die Szenarien,Das,Szenario,scenarij,0,moj,Moj scenarij,2
Riot,Der Aufruhr,Die Aufruhr,Der,Aufruhr,pobuna,1,moja,Moja pobuna,2
Timing,Das Timing,Die Timingen,Das,Timing,tajming,0,moj,Moj tajming,2
Plus,Das Plus,(usually uncountable),Das,Plus,plus,0,moj,Moj plus,2
Sparrow,Der Spatz,Die Spatzen,Der,Spatz,vrabac,0,moj,Moj vrabac,2
Podium,Das Podium,Die Podien,Das,Podium,postolje,2,moje,Moje postolje,2
Accusation,Die Anschuldigung,Die Anschuldigungen,Die,Anschuldigung,optužba,1,moja,Moja optužba,2
Shuffling,Das Mischen,Die Mischungen,Das,Mischen,miksanje,2,moje,Moje miksanje,2
Dolphin,Der Delphin,Die Delfine,Der,Delphin,dupin,0,moj,Moj dupin,2
Kettle,Der Wasserkocher,Die Wasserkocher,Der,Wasserkocher,čajnik,0,moj,Moj čajnik,2
Vet,Der Tierarzt,Die Tierärzte,Der,Tierarzt,veterinar,0,moj,Moj veterinar,2
Runway,Die Start- und Landebahn,Die Start- und Landebahnen,Die,Start- und Landebahn,pista,1,moja,Moja pista,2
Poppy,Die Mohnblume,Die Mohnblumen,Die,Mohnblume,mak,0,moj,Moj mak,2
Lava,Die Lava,(usually uncountable),Die,Lava,lava,1,moja,Moja lava,2
Inspiration,Die Inspiration,Die Inspirationen,Die,Inspiration,inspiracija,1,moja,Moja inspiracija,2
Bosom,Der Busen,Die Busen,Der,Busen,grudi,2,moje,Moje grudi,2
Intruder,Der Eindringling,Die Eindringlinge,Der,Eindringling,uljez,0,moj,Moj uljez,2
Supermarket,Der Supermarkt,Die Supermärkte,Der,Supermarkt,supermarket,0,moj,Moj supermarket,2
Jealousy,Die Eifersucht,(usually uncountable),Die,Eifersucht,ljubomora,1,moja,Moja ljubomora,2
Marina,Die Marina,Die Marinas,Die,Marina,marina,1,moja,Moja marina,2
Procession,Die Prozession,Die Prozessionen,Die,Prozession,povorka,1,moja,Moja povorka,2
Astronaut,Der Astronaut,Die Astronauten,Der,Astronaut,astronaut,0,moj,Moj astronaut,2
Recovery,Die Wiederherstellung,Die Wiederherstellungen,Die,Wiederherstellung,obnova,1,moja,Moja obnova,2
Logo,Das Logo,Die Logos,Das,Logo,logotip,0,moj,Moj logotip,2
Litter,Der Wurf,Die Würfe,Der,Wurf,leglo,2,moje,Moje leglo,2
Resentment,Die Groll,(usually uncountable),Die,Groll,ogorčenost,1,moja,Moja ogorčenost,2
CoOp,Die Genossenschaft,Die Genossenschaften,Die,Genossenschaft,zadruga,1,moja,Moja zadruga,2
Drake,Der Erpel,Die Erpel,Der,Erpel,drake,0,moj,Moj drake,2
Gypsy,Der Zigeuner,Die Zigeuner,Der,Zigeuner,ciganin,0,moj,Moj Ciganin,2
Imitation,Die Nachahmung,Die Nachahmungen,Die,Nachahmung,imitacija,1,moja,Moja imitacija,2
Employer,Der Arbeitgeber,Die Arbeitgeber,Der,Arbeitgeber,poslodavac,0,moj,Moj poslodavac,2
Phenomenon,Das Phänomen,Die Phänomene,Das,Phänomen,fenomen,0,moj,Moj fenomen,2
Flute,Die Flöte,Die Flöten,Die,Flöte,flauta,1,moja,Moja flauta,2
Greek,Der Grieche,Die Griechen,Der,Grieche,grčki,0,moj,Moj grčki,2
Forefinger,Der Zeigefinger,Die Zeigefinger,Der,Zeigefinger,kažiprst,0,moj,Moj kažiprst,2
Republic,Die Republik,Die Republiken,Die,Republik,republika,1,moja,Moja Republika,2
Emerald,Der Smaragd,Die Smaragde,Der,Smaragd,smaragd,0,moj,Moj smaragd,2
Testimony,Die Zeugenaussage,Die Zeugenaussagen,Die,Zeugenaussage,svjedočanstvo,2,moje,Moje svjedočanstvo,2
Hinge,Das Scharnier,Die Scharniere,Das,Scharnier,šarka,1,moja,Moja šarka,2
Bakery,Die Bäckerei,Die Bäckereien,Die,Bäckerei,pekara,1,moja,Moja pekara,2
Context,Der Kontext,Die Kontexte,Der,Kontext,kontekst,0,moj,Moj kontekst,2
Bargain,Das Schnäppchen,Die Schnäppchen,Das,Schnäppchen,pogodba,1,moja,Moja pogodba,2
Saying,Das Sprichwort,Die Sprichwörter,Das,Sprichwort,poslovica,1,moja,Moja poslovica,2
Foreman,Der Vorarbeiter,Die Vorarbeiter,Der,Vorarbeiter,predradnik,0,moj,Moj predradnik,2
Swan,Der Schwan,Die Schwäne,Der,Schwan,labud,0,moj,Moj labud,2
Flannel,Das Flanell,Die Flanell,Das,Flanell,flanel,0,moj,Moj flanel,2
Learning,Das Lernen,(usually uncountable),Das,Lernen,učenje,2,moje,Moje učenje,2
Pub,Die Kneipe,Die Kneipen,Die,Kneipe,pub,0,moj,Moj pub,2
Fraction,Der Bruchteil,Die Bruchteile,Der,Bruchteil,razlomak,0,moj,Moj razlomak,2
Trout,Die Forelle,Die Forellen,Die,Forelle,pastrva,1,moja,Moja pastrva,2
Crust,Die Kruste,Die Krusten,Die,Kruste,kora,1,moja,Moja kora,2
Medal,Die Medaille,Die Medaillen,Die,Medaille,medalja,1,moja,Moja medalja,2
Perception,Die Wahrnehmung,Die Wahrnehmungen,Die,Wahrnehmung,percepcija,1,moja,Moja percepcija,2
Welcome,Die Begrüßung,Die Begrüßungen,Die,Begrüßung,pozdrav,0,moj,Moj pozdrav,2
Dictionary,Das Wörterbuch,Die Wörterbücher,Das,Wörterbuch,rječnik,0,moj,Moj rječnik,2
Metaphor,Die Metapher,Die Metaphern,Die,Metapher,metafora,1,moja,Moja metafora,2
Poverty,Die Armut,(usually uncountable),Die,Armut,siromaštvo,2,moje,Moje siromaštvo,2
